text,label,Experience of Unity,Spiritual Experience,Blissful State,Insightfulness,Disembodiment,Impaired control and cognition,anxiety,Complex imagery,elementary imagery,audio-visual synesthesiase,Changed meaning of percepts,Oceanic Boundlessness,Ego-Dissolution,Visionary Restructuralization,Additional Items of Secondary Scale
Under police orders protesters Monday morning moved off the street outside the governor s residence in St Paul,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Log In Using Your Account p Caid LooseIves marvels at the rubbery replica of his heart produced at Children,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
have a contract with Verizon for a phone and DirecTV It has been charging me for a phone since,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Share story p Memorial Day is the unofficial start of summer To help you get in a sunny,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enjoy this last day of regular temps heat is coming p It s,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bears tout benefit of joint practices Patriots dynasty helps too h SignUp for Chicago SunTimes Sports Newsletter p,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio Gov John Kasich on Tuesday talked up the need for a balanced budget amendment to the US,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site Mobile Navigation h A Fever Dream of an Election p Hillary Clinton arrived in Westchester County NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
While I did very well in,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Off the field these Panthers know the struggles of their hometowns and return to help p The 3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jets quarterback Ryan Fitzpatrick smiled this week when asked if he finds the weektoweek swings in the NFL amusing,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protesters storm the barricades politely p Protesters are detained and cited as they climb past a barrier set,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gio Gonzalez held the Indians to three runs two earned in Cleveland a couple weeks ago,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW YORK San Francisco Giants manager Bruce Bochy sat behind his desk late Wednesday evening soaked with,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte pastors call for unity justice in wake of killings p Congregants of Transformation Church in Indian Land,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last week marked the 25th anniversary of the liberation of Kuwait a textbook case of successful military intervention,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We separate the art from the artist all the time p Nate Parker at a benefit in Los,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In this Dec 8 2014 file photo Sister Loraine Marie Maguire of Little Sisters of,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McPhee that he could nt play in the first six weeks because his left knee is nt where it needs,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dispatch EEdition p All current subscribers have full access to Digital D which includes the EEdition and,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thousands enjoy 32nd annual Festival of Lights Parade p Your browser does not support IFrame Embeds please update,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A rich list of the state s wealthiest people p Ken Griffin has again been ranked the,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
had plans to move the business from its home on Northwest 10th Avenue in the Pearl District early this year,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brass Foundry plans to create a destination brewery similar to Surly according to a letter,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia has deployed a cruise missile in violation of a Cold Warera arms control treaty a Trump administration,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old school still has some currency in hiphop It nods to forebears styles and history,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Johnson a prizewinning fiction writer poet and playwright best known for his surreal and transcendent story,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auburn Hills Kentavious CaldwellPope missed the start of the Pistons game Wednesday against the Toronto Raptors,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Budget writers predicted Mississippi would collect nearly 77 million in sales tax this July but collections were about,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 am Monday between the Butler Valley and Allegheny Valley exits blocking,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In China an Education in Dating p As part of a course on how to find love,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We have continued to see signs of possibly more ballistic missile launches We also forecast North Korea,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hawks have hit the posts with 17 shots and have had one go off the crossbar Defenseman,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fixing schools is slow Superintendents and principals come up with plans Guidelines are issued Families are,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bel Air man who years ago served as a priest at St Ignatius Church in Hickory,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigers manager Brad Ausmus parked in the Tigers dugout Monday afternoon talking about various team matters as his team,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedestrian fatally struck by car in Foothills crash p A man in his 50s was killed this morning,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Why so little progress on use of body cameras in Minneapolis p Audit shows improvement since July,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cops warn of 5 robberies in 3 hours in Austin neighborhood p Armed robbers committed five robberies within a,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Churchill did nt have trouble paying the fare to ride Detroit s QLine on Tuesday the first,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Permit suspension will prevent the Virginia Beach SPCA from doing some of its valuable wildlife work p This box,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten years ago I lived as a refugee in the Hagadera refugee camp in Kenya one of,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
At a Thursday AFT conference Weingarten argued that the charter and school choice movements are motivated by little,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search OregonLivecom h Sign in toOregonLivecom h Wife of Oregon state senator dies in pedestrianvehicle accident on I5 p,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A year after her husband Robert LaVoy Finicum was fatally shot by police after a standoff near,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rep Tom Cotton RArk during a Fayetteville High School football game in October 2014 less than,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Science of Popularity p Is Claude Monet a truly great painter or just the beneficiary of good early,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEVELAND Ohio Many analysts think Texas AampM defensive end Myles Garrett is a nobrainer pick,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xcel Energy Center was packed on Sunday night The crowd stood for the entire performance by the Weeknd,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rock amp Roll Hall of Fame Nominating Committee currently led by former Rolling Stones critic and Bruce,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braeden Doherty 11 of Trabuco Canyon left learns about engineering with Maliya Finda Dwiputri,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of the Week p CHAGRIN FALLS,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This team is led by its defense and its best player may be this junior from,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Colorado Springs GazetteThe Gazette is Colorado Springs s most trusted source for breaking news sports weather,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nearly two dozen upstate college frat boys tortured pledges by vomiting and urinating on them and forcing them to,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Growing up boating in Annapolis Jan Majer remembers his father marking up his nautical charts by hand each,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A St Paul teenager was charged Tuesday with shooting a gas station attendant in the stomach during an apparent,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Harvard student Ruben Reyes who serves as editorial chair of the Harvard Crimson whined in,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When Tony McAleer attends events on countering violent extremism the former skinhead recruiter says he is typically the,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56 p In a study,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men accused of pitting chickens in fights to the death p Four men were arrested on felony cockfighting charges,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He was lovable child who had a hug for everyone,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President Trump flanked by Secretary of State Rex Tillerson left and Defense Secretary Jim Mattis during,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KeyArena group says landmark tax credits of 70 million would not be public subsidy p Originally published May 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cecil and William AV Cecil married in New York City in 1957 She was the daughter of,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sign in using your account p Arizona running back Nick Wilson 28 carries for a touchdown against,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Colorado Springs GazetteThe Gazette is Colorado Springs s most trusted source for breaking news sports weather,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can we see our shadows today asked Samartino stepping into a stream of sunshine pouring,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breaking News p The Shrimp Po boy at JoJack s Espresso Bar amp Cafe on Churchland Blvd in Portsmouth,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I try to stay out of politics p Ivanka Trump,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase 2 of Grant Road expansion just around the corner p The Michigan left,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A school district in Iowa is appealing a state board s unanimous decision to transfer a student who was,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something big was needed to take the focus if even for a day or a few hours,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivek Wadhwa Special to The Washington Post p,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Body of man found in Union County pond identified p The body of a man who was found in,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In creating for the future architecture comes with lasting and costly consequences So Andre Brumfield firmwide,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Wells Fargo manager is accused of embezzling more than 215000 using phony cashier checks A federal document,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The way Vice tells it Dick Cheney who would go on to become the most,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Employees at Boston Beer and Jack s Abby breweries donned dog masks after the Philadelphia Eagles win over,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who s to blame h Story TOpics p Kevin Andres,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The other side sees the sun sometimes The other side is not dark it s just,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two men are facing murder charges after a female strip club employee was fatally shot minutes after her shift,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD Gibbs cofounder of Joe Gibbs Racing dies at 49 p JD Gibbs president and cofounder,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Several dry dog food brands have excessive and potentially toxic levels of vitamin D according to the US,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday could bring region s lowest temperatures in more than a year meteorologists say p The extreme cold,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The autopsy report described lobar pneumonia as an infection of the lung caused by bacteria p,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten considered for Cuyahoga County Division of Children and Family Services advisory board p CLEVELAND Ohio Ten,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A month after Seth Nichols was led out of a federal courtroom in handcuffs both his parents now,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Texas mayor is taking aim at parents after at least one student was heard on a video using,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When spring training would come I d grab my glove and rubber ball and throw it against the,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loudon Wainwright III brings 50 years of musical storytelling to the Kent Stage p CLEVELAND Ohio To,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Massachusetts police officer accused of raping a 13yearold boy he had met on a dating app was ordered,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
With snow days piling up in Baltimore County the last day of school will be June 17 or,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The actor who made Jon Snow an indelible piece of pop culture history admits to feeling quite defiant,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona Wildcats 9 Ole Miss 1 Game 2 NCAA Super Regionals p The Wildcats break,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modified to attract crucial votes in the state Legislature a landmark bill to change how police use deadly,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary DeCesare who had a 182110 record in 10 seasons as St Rita s basketball coach takes,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If you have friends or colleagues who would like to receive a copy of this daily briefing about Rhode,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The bodies of a missing Salem woman and her son were found Saturday in a wooded and remote area,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This unusual house in Birmingham is tucked into a setting that s especially beautiful and secluded yet it,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The parents of a murdered University of Utah track star sued her former college Thursday in a 56 million,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberty Tax Inc the Virginia Beachbased franchiser of tax prep stores has acquired a renttoown furnishings chain,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It was only his second day in Orange County when he went snorkeling near the Newport Pier,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeurys Familia loaded the bases in the seventh with one out and a 51 lead Seth Lugo entered,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This summer get out to see hear smell taste and touch the world around you,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clean house now not later p I believe it s absolutely necessary that everyone read the,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A pasta dish that ll have your family asking for seconds p By AMERICA S TEST KITCHEN h Sunday,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We aim to produce better journalism through dialogue with our readers We re using Calling All,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troops lock down Kashmir as India votes to strip its status p By EMILY SCHMALL p Associated Press p,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal rations gas as tanker drivers strike over pay p By BARRY HATTON p Associated Press p Aug 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Question of the Day h Should Trump invite Putin to the next G7 summit h Story TOpics p,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Does Chicago politics descend again into tribal politics and racial coalitions with appeals to ethnic groups the,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Rintamaki 43 of Brimley considers himself an amateur rock hound who has been on,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That s the message from state and local health officials after confirming harmful algal blooms containing cyanobacteria,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talking to Sarah Bockel about pushpull of the Beautiful Broadway tour p Terrence Antonio James Chicago,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please Subscribe to Continue Reading p Become a digital subscriber today and enjoy unlimited access to the Omaha,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medtronic and Boston Scientific announced study results Friday that they said reflected positively on devices they are selling in,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 2017 Quote of the Year was a real tough choice between John Dorsey and Kyrie Irving p CLEVELAND,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sitting in a back room at the Council Bluffs Goodwill store Noah Wegener flips over a gray Furby,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former state Sen Roderick Wright DInglewood was given a stern admonishment in 2010 by the,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There s really no laughing matter in Eugene ONeill s Long Day s Journey Into Night,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Colorado Springs GazetteThe Gazette is Colorado Springs s most trusted source for breaking news sports weather,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duviel Gonzalez 19 of Marathon was charged with written threats to kill or do bodily injury,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINCOLN A terrible start a giant deficit a technical foul a comeback and a court,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We re still in flu season and one common illness for infants and children this time of year,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State legislators are debating proposals to change how members of the University of Minnesota s governing body are picked,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detrick Cheairs gave a tour of his brandnew twobedroom apartment in north Minneapolis Hawthorne EcoVillage It,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona Wildcats falter early and late suffer first home loss of season to Washington State p It was,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolverines end Porter Moser and Loyola of Chicago s improbable tournament run in Final Four p SAN ANTONIO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odyssey Opera s ambitious Joan of Arcthemed voyage concluded on Saturday with the second of two performances of Verdi,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maddie Shumaker in front of the Statue of Liberty Maddie 8 died from a rare form,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden State Killer suspect appears in court handcuffed in a wheelchair p The man authorities say killed 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAVANNAH Ohio Measuring a bit more than a square halfmile the northern Ashland County village of,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Edward Wilson 62 of Belmont North Carolina was arrested on Monday and charged with,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
